Model,DPO2004B,,,
Firmware Version,1.56,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,1.60E-08,,,
Filter Frequency,7.00E+07,,,
Record Length,125000,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,0.02,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
4.12E-04,-0.004,-0.012,0.0012,-0.0028
4.12E-04,0.004,0.012,0.0028,0.006
4.12E-04,-0.004,-0.004,-0.002,0.0004
4.12E-04,0.004,0.004,0.0036,0.0044
4.12E-04,-0.004,-0.004,0.0052,-0.0052
4.12E-04,0.004,0.004,0.0036,0.0076
4.12E-04,0.004,-0.012,-0.0004,-0.0012
4.13E-04,0.004,0.012,0.0084,0.006
4.13E-04,-0.004,-0.004,0.002,-0.0004
4.13E-04,0.004,0.004,0.0012,0.0084
4.13E-04,-0.004,-0.004,0.0044,-0.0012
4.13E-04,0.004,0.004,0.0036,0.0084
4.13E-04,0.004,-0.004,0.0068,0.0004
4.13E-04,0.004,0.012,0.0068,0.0052
4.13E-04,0.012,-0.004,-0.002,-0.006
4.13E-04,0.004,0.012,-0.002,0.01
4.13E-04,-0.004,-0.012,0.002,-0.002
4.13E-04,-0.004,0.012,-0.0004,0.0116
4.13E-04,0.004,-0.004,-0.0076,-0.0028
4.13E-04,-0.004,0.012,-0.0004,0.006
4.13E-04,-0.004,-0.004,0.0036,-0.0084
4.13E-04,0.004,0.004,0.0028,0.0132
4.13E-04,0.004,-0.004,0.0044,-0.002
4.13E-04,0.004,0.012,-0.0052,0.0068
4.13E-04,-0.004,-0.004,0.0012,-0.0052
4.13E-04,-0.012,0.012,0.002,0.0052
4.13E-04,0.004,-0.012,0.0004,-0.0052
4.13E-04,-0.004,0.012,-0.0004,0.0044
4.13E-04,-0.004,-0.012,0.0044,-0.0012
4.13E-04,0.004,0.012,0.0036,0.0036
4.13E-04,0.004,-0.004,-0.0012,-0.0052
4.13E-04,0.004,0.004,-0.0012,0.01
4.13E-04,-0.004,-0.004,-0.0012,-0.006
4.13E-04,0.004,0.012,-0.0012,0.0044
4.13E-04,0.004,-0.012,0.0028,-0.0028
4.13E-04,-0.004,0.012,-0.002,0.002
4.13E-04,0.004,-0.02,-0.0036,-0.0092
4.13E-04,0.004,0.012,-0.002,0.0036
4.13E-04,0.004,-0.012,0.0012,-0.006
4.13E-04,0.004,0.012,-0.0028,0.0028
4.13E-04,-0.004,-0.012,-0.0052,-0.0052
4.13E-04,-0.004,0.012,-0.0012,0.0068
4.13E-04,-0.004,-0.012,-0.0012,-0.006
4.13E-04,-0.004,0.012,-0.0004,0.002
4.13E-04,-0.004,-0.012,-0.0052,-0.0028
4.13E-04,-0.004,0.004,-0.0036,0.0004
4.13E-04,-0.004,-0.004,-0.0004,-0.01
4.13E-04,-0.004,0.004,0.0012,0.0044
4.13E-04,-0.004,-0.012,-0.0004,-0.006
4.13E-04,-0.004,0.004,-0.0036,0.0052
4.13E-04,-0.004,-0.004,0.0028,-0.0044
4.13E-04,-0.004,0.004,0.0028,0.002
4.13E-04,0.004,-0.004,0.0004,-0.0052
4.13E-04,0.004,0.004,-0.0004,0.0076
4.13E-04,-0.004,-0.004,0.0004,-0.0028
4.13E-04,-0.004,0.012,-0.0004,0.002
4.13E-04,-0.004,-0.004,0.006,-0.0068
4.13E-04,0.004,0.004,-0.0004,0.006
4.13E-04,-0.004,-0.012,-0.0036,-0.006
4.13E-04,-0.004,0.004,0.0068,0.0084
4.13E-04,-0.004,-0.004,0.0116,-0.0052
4.13E-04,-0.004,0.004,-0.0004,0.0068
4.13E-04,0.004,-0.004,-0.002,-0.0036
4.13E-04,-0.004,0.004,0.0012,0.0124
4.13E-04,-0.004,-0.004,-0.014,-0.006
4.13E-04,-0.004,0.012,-0.0044,0.0068
4.13E-04,0.004,-0.004,-0.006,-0.014
4.13E-04,-0.004,0.004,-0.006,0.0124
4.13E-04,0.004,-0.004,0.0068,-0.0108
4.14E-04,0.004,0.012,0.0092,0.0156
4.14E-04,-0.004,-0.012,0.0036,-0.0092
4.14E-04,-0.004,0.012,0.0004,0.0148
4.14E-04,-0.004,-0.004,0.0028,-0.0052
4.14E-04,0.004,0.012,0.0004,0.0092
4.14E-04,0.012,-0.004,0.0004,-0.0012
4.14E-04,0.004,0.012,-0.0012,0.0036
4.14E-04,-0.004,-0.012,-0.0092,-0.0012
4.14E-04,-0.004,0.012,0.0036,0.0028
4.14E-04,-0.012,-0.012,0.0044,-0.01
4.14E-04,-0.004,0.012,-0.0004,0.0092
4.14E-04,-0.004,-0.012,-0.002,-0.0028
4.14E-04,-0.004,0.012,0.0036,0.006
4.14E-04,-0.004,-0.004,0.0028,-0.0044
4.14E-04,0.004,0.012,-0.0004,0.0036
4.14E-04,0.004,-0.012,-0.0012,-0.0036
4.14E-04,0.004,0.012,-0.0012,0.0076
4.14E-04,0.004,-0.004,0.002,-0.002
4.14E-04,-0.004,0.012,0.0076,0.0036
4.14E-04,0.004,-0.004,-0.0036,-0.0084
4.14E-04,0.004,0.004,-0.0012,0.0076
4.14E-04,-0.004,-0.004,0.0012,-0.0044
4.14E-04,-0.004,0.012,0.0004,0.006
4.14E-04,-0.004,-0.004,-0.0012,-0.0012
4.14E-04,-0.004,0.004,-0.002,0.002
4.14E-04,-0.004,-0.004,0.0004,-0.0044
4.14E-04,-0.004,0.004,0.0012,0.0076
4.14E-04,-0.004,-0.004,0.002,-0.0028
4.14E-04,-0.004,0.012,-0.0036,0.006
4.14E-04,-0.004,-0.004,0.002,-0.0036
4.14E-04,-0.004,0.012,0.0076,0.0028
4.14E-04,-0.004,-0.004,-0.0036,-0.0068
4.14E-04,0.004,0.012,-0.0028,0.0092
4.14E-04,0.004,-0.004,-0.0004,-0.0036
4.14E-04,-0.004,0.004,0.0084,0.01
4.14E-04,0.004,-0.004,0.006,-0.0092
4.14E-04,0.004,0.004,0.0028,0.0108
4.14E-04,0.004,-0.004,0.0028,-0.0036
4.14E-04,0.004,0.012,0.0004,0.0108
4.14E-04,0.004,-0.004,0.0028,-0.0012
4.14E-04,-0.004,0.004,0.0036,0.0036
4.14E-04,0.004,-0.004,-0.0012,-0.0092
4.14E-04,-0.004,0.004,0.0012,0.0068
4.14E-04,-0.004,-0.012,0.0004,-0.0052
4.14E-04,-0.004,0.012,0.0044,0.0044
4.14E-04,-0.004,-0.004,-0.0036,-0.0028
4.14E-04,-0.004,0.004,-0.0012,0.0068
4.14E-04,-0.012,-0.004,0.0012,-0.0044
4.14E-04,-0.004,0.012,0.0028,0.002
4.14E-04,-0.004,-0.012,0.0028,-0.002
4.14E-04,-0.004,0.004,-0.002,0.0028
4.14E-04,-0.012,-0.004,-0.0036,-0.0108
4.14E-04,-0.004,0.012,-0.0004,0.0052
4.14E-04,-0.012,-0.02,-0.002,-0.006
4.14E-04,-0.004,0.02,-0.0036,0.006
4.14E-04,-0.004,-0.012,-0.0028,-0.0036
4.14E-04,-0.004,0.012,0.0028,0.002
4.14E-04,0.004,-0.012,-0.0004,-0.0036
4.14E-04,0.004,0.012,-0.0012,0.0068
4.14E-04,-0.004,-0.004,-0.0004,-0.0012
4.14E-04,-0.004,0.012,-0.006,0.0028
4.14E-04,-0.004,-0.004,0.0044,-0.0084
4.14E-04,0.004,0.004,0.002,0.0044
4.15E-04,-0.004,-0.004,0.0004,-0.0036
4.15E-04,0.004,0.004,0.002,0.0044
4.15E-04,-0.004,-0.004,0.0092,-0.0012
4.15E-04,0.004,0.004,0.0012,0.002
4.15E-04,-0.004,-0.004,0.0004,-0.0044
4.15E-04,-0.004,0.004,0.0012,0.0092
4.15E-04,0.004,-0.004,0.002,-0.002
4.15E-04,-0.004,0.012,0.0076,0.0044
4.15E-04,-0.004,-0.004,0.0052,-0.0012
4.15E-04,-0.004,0.004,-0.0028,0.0076
4.15E-04,0.004,-0.004,-0.0004,-0.0076
4.15E-04,-0.004,0.004,-0.0004,0.0084
4.15E-04,-0.004,-0.012,-0.0004,-0.0036
4.15E-04,0.004,0.012,-0.0004,0.0036
4.15E-04,0.004,-0.004,-0.0028,-0.0028
4.15E-04,0.004,0.012,-0.0036,0.0108
4.15E-04,0.004,-0.004,0.0028,-0.0044
4.15E-04,0.004,0.012,-0.0036,0.006
4.15E-04,-0.004,-0.004,-0.0068,-0.0124
4.15E-04,-0.004,0.012,0.01,0.0084
4.15E-04,0.004,-0.004,0.014,-0.0116
4.15E-04,0.004,0.012,0.01,0.0132
4.15E-04,0.004,-0.012,0.002,-0.014
4.15E-04,0.004,0.012,-0.002,0.0172
4.15E-04,-0.004,-0.012,-0.002,-0.006
4.15E-04,0.004,0.004,-0.0012,0.0084
4.15E-04,-0.004,-0.004,0.0004,-0.0028
4.15E-04,-0.012,0.012,0.0028,0.0068
4.15E-04,-0.012,-0.012,0.0044,-0.0028
4.15E-04,-0.004,0.02,0.01,0.0036
4.15E-04,0.004,-0.012,0.0012,-0.0108
4.15E-04,0.004,0.012,0.0004,0.01
4.15E-04,-0.004,-0.012,0.0004,-0.0044
4.15E-04,-0.004,0.004,-0.0004,0.0084
4.15E-04,0.004,-0.004,0.002,-0.002
4.15E-04,-0.004,0.004,-0.0036,0.002
4.15E-04,-0.004,-0.004,-0.0004,-0.0044
4.15E-04,-0.004,0.004,0.002,0.0076
4.15E-04,-0.004,-0.004,0.0004,-0.0044
4.15E-04,-0.004,0.012,-0.0004,0.0036
4.15E-04,-0.004,-0.004,-0.0012,-0.002
4.15E-04,-0.012,0.004,-0.0012,0.0052
4.15E-04,0.004,-0.012,0.0012,-0.0084
4.15E-04,0.004,0.012,0.0012,0.0068
4.15E-04,0.004,-0.004,-0.0012,-0.0028
4.15E-04,-0.004,0.004,-0.002,0.0036
4.15E-04,0.004,-0.004,0.0028,-0.0052
4.15E-04,0.004,0.004,0.002,0.0084
4.15E-04,-0.004,-0.004,0.0004,-0.002
4.15E-04,0.004,0.012,0.0004,0.0044
4.15E-04,-0.004,-0.004,-0.0004,-0.0004
4.15E-04,0.004,0.004,0.0076,0.0036
4.15E-04,0.004,-0.004,0.0076,-0.0084
4.15E-04,-0.004,0.004,0.0052,0.0108
4.15E-04,-0.004,-0.012,0.0036,-0.0044
4.15E-04,0.004,0.012,0.0124,0.01
4.15E-04,-0.004,-0.004,0.0084,-0.002
4.15E-04,-0.004,0.004,-0.0004,0.0124
4.15E-04,-0.004,-0.004,0.0044,-0.0084
4.15E-04,0.004,0.004,0.0044,0.014
4.15E-04,0.004,-0.004,0.0052,-0.002
4.15E-04,0.004,0.004,0.0044,0.0068
4.16E-04,-0.004,-0.004,-0.0044,-0.0052
4.16E-04,-0.004,0.012,0.0004,0.0084
4.16E-04,-0.004,-0.012,0.002,-0.0044
4.16E-04,-0.004,0.012,0.0044,0.0068
4.16E-04,0.004,-0.004,-0.0028,0.0004
4.16E-04,-0.004,0.012,0.0004,0.0052
4.16E-04,-0.004,-0.004,0.0012,-0.0036
4.16E-04,0.004,0.012,0.0012,0.0092
4.16E-04,-0.004,-0.004,0.0004,0.0004
4.16E-04,0.004,0.012,-0.006,0.0052
4.16E-04,-0.004,-0.004,0.0028,-0.0068
4.16E-04,0.004,0.012,0.0044,0.006
4.16E-04,0.004,-0.02,0.0028,-0.006
4.16E-04,0.004,0.012,0.0028,0.0076
4.16E-04,0.004,-0.012,0.002,-0.0036
4.16E-04,0.004,0.012,0.0044,0.0036
4.16E-04,0.004,-0.012,0.0028,-0.0068
4.16E-04,-0.004,0.012,0.0012,0.0092
4.16E-04,-0.004,-0.012,-0.0004,-0.0044
4.16E-04,-0.004,0.012,0.0012,0.0044
4.16E-04,-0.004,-0.004,0.0068,-0.0012
4.16E-04,-0.004,0.012,-0.0012,0.0012
4.16E-04,-0.004,-0.004,-0.002,-0.0068
4.16E-04,-0.004,0.004,-0.0004,0.0068
4.16E-04,-0.004,-0.012,-0.0004,-0.0036
4.16E-04,-0.004,0.004,0.0012,0.0036
4.16E-04,-0.004,-0.012,-0.0044,-0.0028
4.16E-04,-0.004,0.004,-0.0012,0.0068
4.16E-04,-0.004,-0.004,0.0004,-0.006
4.16E-04,-0.004,0.012,-0.0004,0.0052
4.16E-04,-0.004,-0.004,-0.0028,-0.0012
4.16E-04,-0.004,0.004,0.002,0.0028
4.16E-04,-0.004,-0.004,0.0012,-0.006
4.16E-04,0.004,0.004,0.0028,0.0044
4.16E-04,-0.004,-0.012,0.0004,-0.0052
4.16E-04,0.004,0.012,-0.0044,0.0068
4.16E-04,-0.004,-0.004,0.0028,-0.006
4.16E-04,0.004,0.004,0.0068,0.0068
4.16E-04,0.004,-0.004,0.0068,-0.0092
4.16E-04,-0.004,0.012,0.0124,0.014
4.16E-04,-0.004,-0.012,0.0132,-0.0068
4.16E-04,-0.004,0.012,0.0116,0.0124
4.16E-04,-0.004,-0.004,0.0132,-0.0124
4.16E-04,-0.004,0.004,0.0004,0.0132
4.16E-04,-0.004,-0.004,-0.0052,-0.0116
4.16E-04,-0.004,0.012,-0.0012,0.0172
4.16E-04,-0.004,-0.004,0.0116,-0.0084
4.16E-04,-0.004,0.012,-0.0012,0.0108
4.16E-04,0.004,-0.004,0.002,-0.0012
4.16E-04,0.004,0.004,0.002,0.0116
4.16E-04,0.004,-0.012,-0.0004,-0.0012
4.16E-04,-0.004,0.012,0.0004,0.0052
4.16E-04,-0.004,-0.012,-0.002,-0.0012
4.16E-04,-0.012,0.012,-0.0028,0.006
4.16E-04,-0.004,-0.012,0.002,-0.0036
4.16E-04,0.004,0.012,0.002,0.0076
4.16E-04,-0.004,-0.004,0.0012,-0.0012
4.16E-04,-0.004,0.004,-0.0004,0.0076
4.16E-04,0.004,-0.004,0.006,-0.0036
4.16E-04,-0.004,0.004,0.0036,0.0092
4.16E-04,-0.004,-0.012,0.0004,-0.0028
4.16E-04,-0.004,0.012,0.0012,0.006
4.16E-04,0.004,-0.004,-0.0044,-0.0004
4.17E-04,0.004,0.004,0.0036,0.0028
4.17E-04,0.004,-0.004,0.0036,-0.0052
4.17E-04,-0.012,0.012,0.002,0.006
4.17E-04,-0.004,-0.012,0.0004,-0.0044
4.17E-04,-0.004,0.004,0.0068,0.0044
4.17E-04,-0.004,-0.012,0.0028,-0.0044
4.17E-04,-0.004,0.004,0.0012,0.0068
4.17E-04,-0.004,-0.004,-0.0004,-0.0068
4.17E-04,-0.004,0.012,-0.0012,0.0076
4.17E-04,-0.004,-0.004,-0.0028,-0.0028
4.17E-04,-0.004,0.004,0.0036,0.0012
4.17E-04,-0.012,-0.004,-0.0036,-0.006
4.17E-04,-0.004,0.004,-0.0012,0.0052
4.17E-04,-0.004,-0.012,-0.0004,-0.0052
4.17E-04,-0.004,0.004,-0.002,0.0076
4.17E-04,0.004,-0.004,-0.01,-0.0044
4.17E-04,0.004,0.004,-0.006,0.0028
4.17E-04,-0.004,-0.004,-0.0012,-0.0124
4.17E-04,-0.004,0.004,-0.002,0.0116
4.17E-04,-0.004,-0.004,-0.0004,-0.006
4.17E-04,0.004,0.012,-0.0004,0.006
4.17E-04,0.004,-0.012,0.0036,-0.0044
4.17E-04,0.004,0.004,0.0028,0.006
4.17E-04,-0.004,-0.012,0.0012,-0.0044
4.17E-04,-0.004,0.012,0.0012,0.0036
4.17E-04,-0.004,-0.004,-0.0028,-0.002
4.17E-04,-0.004,0.012,0.0044,0.0036
4.17E-04,0.004,-0.004,0.0044,-0.0044
4.17E-04,-0.004,0.012,0.0036,0.0092
4.17E-04,-0.004,-0.012,0.0028,-0.0036
4.17E-04,-0.004,0.012,-0.0004,0.0044
4.17E-04,-0.004,-0.012,0.0004,-0.0004
4.17E-04,-0.004,0.004,0.0036,0.0036
4.17E-04,-0.004,-0.012,0.0012,-0.0052
4.17E-04,-0.012,0.012,0.0004,0.0052
4.17E-04,-0.012,-0.012,0.0028,-0.0012
4.17E-04,-0.012,0.012,0.0052,0.0028
4.17E-04,-0.012,-0.012,-0.0012,-0.0028
4.17E-04,-0.004,0.012,0.0004,0.0076
4.17E-04,0.004,-0.012,0.0028,-0.0028
4.17E-04,-0.004,0.012,0.0012,0.0044
4.17E-04,0.004,-0.012,0.0052,-0.0004
4.17E-04,-0.004,0.012,0.0028,0.0036
4.17E-04,-0.004,-0.004,-0.0028,-0.0068
4.17E-04,-0.004,0.004,0.0012,0.0052
4.17E-04,0.004,-0.012,0.0028,-0.0028
4.17E-04,-0.004,0.004,-0.0012,0.0052
4.17E-04,0.004,-0.004,-0.002,-0.0012
4.17E-04,0.004,0.004,0.0044,0.0036
4.17E-04,-0.004,-0.012,0.002,-0.0028
4.17E-04,-0.004,0.012,0.0012,0.0084
4.17E-04,-0.004,-0.012,0.0012,-0.0004
4.17E-04,-0.004,0.004,-0.0076,0.0044
4.17E-04,-0.004,-0.004,0.0052,-0.0084
4.17E-04,-0.004,0.004,0.0036,0.006
4.17E-04,-0.004,-0.012,0.0004,-0.006
4.17E-04,-0.004,0.004,0.0052,0.0076
4.17E-04,-0.004,-0.004,0.0092,-0.0044
4.17E-04,-0.012,0.004,0.0068,0.0052
4.17E-04,-0.004,-0.012,0.0028,-0.0052
4.17E-04,-0.004,0.004,0.0028,0.0092
4.17E-04,-0.004,-0.012,-0.006,-0.0068
4.18E-04,-0.004,0.004,0.002,0.0044
4.18E-04,-0.004,-0.004,-0.002,-0.0156
4.18E-04,-0.004,0.004,-0.0124,0.0108
4.18E-04,-0.004,-0.012,-0.0076,-0.0124
4.18E-04,-0.004,0.004,0.0004,0.0156
4.18E-04,-0.004,-0.004,0.0044,-0.0148
4.18E-04,0.004,0.012,0.002,0.0124
4.18E-04,0.004,-0.012,0.0004,-0.0044
4.18E-04,-0.004,0.004,0.0012,0.0092
4.18E-04,-0.012,-0.012,0.002,-0.0028
4.18E-04,-0.004,0.012,0.002,0.002
4.18E-04,-0.004,-0.012,-0.0028,-0.002
4.18E-04,0.004,0.012,-0.0004,0.0028
4.18E-04,0.004,-0.004,0.0036,-0.0068
4.18E-04,-0.004,0.004,0.0028,0.0044
4.18E-04,0.004,-0.012,0.0012,-0.0044
4.18E-04,-0.004,0.012,-0.0004,0.0052
4.18E-04,-0.004,-0.004,0.0028,-0.002
4.18E-04,-0.004,0.012,0.0036,0.0036
4.18E-04,-0.004,-0.012,-0.0004,-0.0028
4.18E-04,-0.004,0.012,0.0012,0.0084
4.18E-04,-0.004,-0.004,0.0004,-0.0012
4.18E-04,-0.004,0.004,0.0052,0.002
4.18E-04,-0.012,-0.004,0.0036,-0.0092
4.18E-04,-0.004,0.004,-0.0004,0.0068
4.18E-04,0.004,-0.012,-0.0004,-0.0052
4.18E-04,-0.004,0.004,0.0004,0.0068
4.18E-04,-0.004,-0.004,0.0044,-0.0012
4.18E-04,0.004,0.004,-0.0036,0.002
4.18E-04,-0.004,-0.012,0.0004,-0.0036
4.18E-04,0.004,0.004,0.0012,0.0068
4.18E-04,0.004,-0.004,0.0028,-0.0036
4.18E-04,-0.004,0.012,-0.0004,0.0044
4.18E-04,-0.004,-0.004,-0.0012,-0.0028
4.18E-04,0.004,0.004,-0.0004,0.0036
4.18E-04,-0.004,-0.012,-0.002,-0.0092
4.18E-04,-0.004,0.004,-0.0028,0.0076
4.18E-04,0.004,-0.004,-0.0036,-0.0036
4.18E-04,-0.004,0.004,0.0004,0.0092
4.18E-04,-0.004,-0.004,0.0036,-0.01
4.18E-04,-0.004,0.004,0.0036,0.0108
4.18E-04,-0.004,-0.012,0.0028,-0.0052
4.18E-04,-0.004,0.012,0.0028,0.0116
4.18E-04,-0.004,-0.004,-0.002,0.0004
4.18E-04,-0.012,0.012,0.0068,0.0036
4.18E-04,-0.004,-0.012,0.0028,-0.006
4.18E-04,-0.004,0.004,0.0012,0.0068
4.18E-04,-0.004,-0.012,0.0036,-0.0036
4.18E-04,0.004,0.012,0.0084,0.006
4.18E-04,0.004,-0.012,0.0012,-0.002
4.18E-04,-0.004,0.004,0.0012,0.0084
4.18E-04,0.004,-0.004,0.0012,-0.0028
4.18E-04,0.004,0.02,0.0004,0.0068
4.18E-04,0.004,-0.012,0.0084,-0.0004
4.18E-04,-0.004,0.012,0.0068,0.0052
4.18E-04,0.004,-0.012,-0.002,-0.0084
4.18E-04,0.004,0.012,0.002,0.0108
4.18E-04,0.004,-0.012,0.0044,-0.0044
4.18E-04,0.004,0.012,0.002,0.0076
4.18E-04,0.004,-0.012,-0.002,-0.0012
4.18E-04,0.004,0.004,-0.0004,0.0052
4.18E-04,-0.004,-0.012,0.002,-0.0036
4.18E-04,-0.004,0.012,0.0028,0.01
4.19E-04,-0.004,-0.012,0.002,-0.0004
4.19E-04,-0.004,0.012,-0.0076,0.0052
4.19E-04,-0.004,-0.004,0.002,-0.0076
4.19E-04,-0.004,0.004,0.0052,0.0076
4.19E-04,-0.004,-0.004,0.002,-0.0076
4.19E-04,-0.004,0.004,0.0012,0.0076
4.19E-04,-0.004,-0.004,0.0012,0.0004
4.19E-04,-0.004,0.004,0.0052,0.006
4.19E-04,-0.004,-0.004,0.0028,-0.0044
4.19E-04,-0.004,0.004,-0.0004,0.0084
4.19E-04,-0.004,-0.004,-0.0004,-0.0036
4.19E-04,-0.004,0.012,0.0012,0.0052
4.19E-04,-0.004,-0.004,0.0068,-0.0004
4.19E-04,-0.004,0.004,-0.0012,0.0028
4.19E-04,-0.004,-0.012,-0.0036,-0.0084
4.19E-04,0.004,0.004,-0.002,0.0076
4.19E-04,-0.004,-0.004,0.0012,-0.0068
4.19E-04,-0.004,0.004,0.0044,0.0028
4.19E-04,0.004,-0.012,-0.0068,-0.0044
4.19E-04,-0.004,0.004,-0.006,0.01
4.19E-04,0.004,-0.012,-0.0004,-0.0084
4.19E-04,-0.004,0.012,-0.0116,0.0052
4.19E-04,-0.004,-0.012,-0.0092,-0.014
4.19E-04,-0.004,0.004,-0.0084,0.0076
4.19E-04,-0.004,-0.004,0.002,-0.0124
4.19E-04,-0.004,0.004,0.0076,0.0092
4.19E-04,-0.012,-0.012,0.006,-0.0172
4.19E-04,-0.004,0.004,-0.0028,0.014
4.19E-04,-0.012,-0.012,-0.0028,-0.0084
4.19E-04,-0.004,0.004,0.0004,0.0068
4.19E-04,0.004,-0.012,-0.0036,-0.006
4.19E-04,0.004,0.004,-0.0036,0.0076
4.19E-04,-0.004,-0.012,-0.002,-0.0036
4.19E-04,-0.004,0.012,-0.0036,0.0028
4.19E-04,-0.012,-0.004,0.0044,-0.0124
4.19E-04,-0.004,0.004,0.0004,0.0076
4.19E-04,-0.004,-0.012,0.0004,-0.0052
4.19E-04,-0.004,0.004,0.0004,0.006
4.19E-04,0.004,-0.004,0.0092,-0.0028
4.19E-04,0.004,0.004,-0.0004,0.002
4.19E-04,0.004,-0.004,-0.0012,-0.0068
4.19E-04,0.004,0.004,-0.0004,0.0092
4.19E-04,-0.004,-0.004,0.0004,-0.0052
4.19E-04,-0.004,0.012,0.006,0.006
4.19E-04,0.004,-0.004,0.0004,-0.0012
4.19E-04,0.004,0.004,-0.0052,0.0068
4.19E-04,-0.004,-0.012,0.0012,-0.0092
4.19E-04,-0.004,0.004,0.0012,0.0076
4.19E-04,0.004,-0.004,-0.0012,-0.0036
4.19E-04,-0.004,0.012,-0.0044,0.0052
4.19E-04,-0.004,-0.004,0.0028,-0.0052
4.19E-04,-0.004,0.012,0.002,0.0108
4.19E-04,-0.004,-0.004,0.0004,-0.0036
4.19E-04,-0.004,0.012,0.0004,0.0052
4.19E-04,-0.004,-0.004,-0.006,-0.0004
4.19E-04,-0.012,0.004,0.0092,0.0028
4.19E-04,-0.004,-0.012,0.0116,-0.0084
4.19E-04,-0.004,0.004,0.0004,0.01
4.19E-04,-0.004,-0.012,0.0004,-0.006
4.19E-04,-0.004,0.004,0.0108,0.0124
4.19E-04,-0.004,-0.004,0.0132,-0.0044
4.19E-04,-0.004,0.012,0.0028,0.0108
4.20E-04,-0.004,-0.004,0.002,-0.0116
4.20E-04,-0.004,0.012,0.0036,0.014
4.20E-04,0.004,-0.004,0.0084,-0.0012
4.20E-04,-0.004,0.004,0.0068,0.0036
4.20E-04,0.004,-0.004,-0.0028,-0.0068
4.20E-04,-0.004,0.004,0.0004,0.0084
4.20E-04,-0.004,-0.012,0.0028,-0.0044
4.20E-04,-0.004,0.012,0.0028,0.0076
4.20E-04,-0.004,-0.004,-0.0028,0.0004
4.20E-04,-0.004,0.004,-0.0028,0.0036
4.20E-04,-0.004,-0.004,0.0028,-0.0044
4.20E-04,-0.012,0.012,0.0036,0.01
4.20E-04,-0.004,-0.012,-0.0012,-0.0012
4.20E-04,-0.004,0.012,-0.0052,0.006
4.20E-04,-0.004,-0.012,-0.0012,-0.0052
4.20E-04,-0.004,0.012,0.0028,0.006
4.20E-04,-0.004,-0.012,0.0004,-0.0068
4.20E-04,-0.012,0.012,0.0012,0.0092
4.20E-04,-0.012,-0.012,-0.0012,-0.002
4.20E-04,-0.004,0.012,0.0052,0.006
4.20E-04,-0.004,-0.012,0.0068,-0.0052
4.20E-04,0.004,0.012,0.0044,0.0092
4.20E-04,0.004,-0.012,0.0012,-0.0052
4.20E-04,-0.004,0.012,0.002,0.0076
4.20E-04,-0.02,-0.012,-0.0108,-0.0068
4.20E-04,-0.004,0.004,-0.002,0.006
4.20E-04,-0.004,-0.02,0.0012,-0.0132
4.20E-04,-0.004,0.012,0.0076,0.0092
4.20E-04,-0.004,-0.012,0.0004,-0.0108
4.20E-04,-0.004,0.012,-0.002,0.014
4.20E-04,0.004,-0.004,-0.0084,-0.0084
4.20E-04,-0.004,0.004,0.0028,0.0108
4.20E-04,-0.004,-0.012,0.0044,-0.0108
4.20E-04,-0.004,0.012,-0.0004,0.0084
4.20E-04,-0.004,-0.004,-0.0028,-0.006
4.20E-04,0.004,0.004,0.002,0.006
4.20E-04,-0.004,-0.004,-0.0028,-0.01
4.20E-04,-0.004,0.004,-0.0004,0.006
4.20E-04,-0.004,-0.012,-0.0012,-0.006
4.20E-04,-0.004,0.012,-0.0076,0.0052
4.20E-04,-0.004,-0.012,-0.0044,-0.0076
4.20E-04,-0.004,0.004,-0.0028,0.006
4.20E-04,-0.004,-0.012,-0.0012,-0.0092
4.20E-04,-0.004,0.004,0.006,0.0092
4.20E-04,-0.004,-0.004,0.01,-0.0068
4.20E-04,-0.004,0.004,0.0052,0.006
4.20E-04,-0.012,-0.004,0.0124,-0.018
4.20E-04,-0.004,0.004,0.0028,0.0124
4.20E-04,0.004,-0.012,-0.0052,-0.0164
4.20E-04,0.004,0.004,-0.0068,0.0124
4.20E-04,-0.004,-0.012,0.0036,-0.01
4.20E-04,0.012,0.004,-0.0004,0.006
4.20E-04,-0.004,-0.012,0.002,-0.0068
4.20E-04,-0.004,0.012,0.006,0.0052
4.20E-04,-0.004,-0.012,0.0044,-0.0028
4.20E-04,-0.004,0.012,0.0036,0.006
4.20E-04,0.004,-0.012,0.0036,-0.0052
4.20E-04,0.004,0.012,-0.0028,0.0052
4.20E-04,-0.004,-0.012,0.0004,-0.0084
4.20E-04,-0.004,0.004,-0.0004,0.0068
4.20E-04,-0.004,-0.004,0.0004,-0.0044
4.20E-04,-0.004,0.012,-0.0028,0.0044
4.20E-04,-0.004,-0.004,0.0028,-0.0028
4.21E-04,-0.004,0.004,0.0036,0.0076
4.21E-04,-0.004,-0.004,0.0012,-0.0028
4.21E-04,-0.004,0.012,0.0028,0.0068
4.21E-04,-0.004,-0.004,-0.002,0.0004
4.21E-04,-0.004,0.004,0.0012,0.0044
4.21E-04,-0.004,-0.004,0.0044,-0.0036
4.21E-04,0.004,0.012,0.0028,0.0068
4.21E-04,0.004,-0.012,0.0036,-0.0028
